report_category,manufacturer_normalized,manufacturer_name_raw,manufacturer_catalog_number,Product_Description,contract_category,total_observed_spend,transaction_count
CT,PHILIPS,PHILIPS HEALTHCARE,989803148701,BATTERY PRODUCT SPECIFIC 11.1V 1.6A RECHARGEABLE LITHIUM ION LATEX-FREE NON-STERILE REUSABLE F/MP2 X2 EA,PHYSIOLOGICAL MONITORING SYSTEMS,11411.380000000001,15
CT,PHILIPS,PHILIPS HEALTHCARE,989803150411,CUFF BLOOD PRESSURE EASYCARE 1-HOSE 20.5-28.5CM CIRC SMALL ADULT BAYONET CONNECTOR ANTIMICROBIAL BLUE F/NIBP LATEX-FREE NON-STERILE REUSABLE 5/BX,PHYSIOLOGICAL MONITORING SYSTEMS,110.13,1
CT,PHILIPS,PHILIPS HEALTHCARE,459800201695,KIT BIPLANE MODULE IMAGING 459800201695,COMPUTED TOMOGRAPHY,3285.1,1
CT,PHILIPS,PHILIPS HEALTHCARE,989803204541,LINE ETCO2 SAMPLING MICROSTREAM ADVANCE 2M PEDIATRIC ORAL NASAL NON-INTUBATED FEMALE CONNECTOR W/O2 DELIVERY STERILE SINGLE PATIENT USE F/SHORT TERM 25/BX,PHYSIOLOGICAL MONITORING SYSTEMS,24398.75999999999,125
CT,PHILIPS,PHILIPS HEALTHCARE,989803147841,CUFF BLOOD PRESSURE EASYCARE 1-HOSE 8.7IN TUBING 10-15CM CIRC INFANT BAYONET CONNECTOR ANTIMICROBIAL ORANGE F/NIBP LATEX-FREE NON-STERILE REUSABLE EA,PHYSIOLOGICAL MONITORING SYSTEMS,216.11999999999998,4
CT,PHILIPS,PHILIPS HEALTHCARE,989803104141,CUFF BLOOD PRESSURE COMFORT CARE 1-HOSE 5.9IN TUBING 10-15CM CIRC INFANT BAYONET CONNECTOR LIGHT MOCHA F/NIBP LATEX-FREE NON-STERILE REUSABLE EA,PHYSIOLOGICAL MONITORING SYSTEMS,110.05000000000001,4
CT,PHILIPS,PHILIPS HEALTHCARE,453567009961,STRAP POSITIONING RESTRAINT 14IN,COMPUTED TOMOGRAPHY,39710.67,41
CT,PHILIPS,PHILIPS HEALTHCARE,453563484541,FACEPLATE MONITOR MSL W/2-CONNECTOR BOX F/INTELLIVUE USA,PHYSIOLOGICAL MONITORING SYSTEMS,9900.52,12
CT,PHILIPS,PHILIPS HEALTHCARE,459801117151,UNIT UPS BATTERY PACK F/CT SCANNER IMAGING SYSTEM,COMPUTED TOMOGRAPHY,5546.0,1
CT,PHILIPS,PHILIPS HEALTHCARE,989803104171,CUFF BLOOD PRESSURE COMFORT CARE 1-HOSE 11IN TUBING 27-35CM CIRC ADULT BAYONET CONNECTOR LIGHT MOCHA F/NIBP LATEX-FREE NON-STERILE REUSABLE EA,PHYSIOLOGICAL MONITORING SYSTEMS,657.1,10
CT,PHILIPS,PHILIPS HEALTHCARE,989803174231,SET LEADWIRE EKG 1.6M 4-LEAD AAMI GRABBER CONNECTOR F/16-LEAD HEMODYNAMIC MONITORING REUSABLE 4/ST,PHYSIOLOGICAL MONITORING SYSTEMS,76.82,1
CT,PHILIPS,PHILIPS HEALTHCARE,453561655561,ASSEMBLY TGC F/COMPUTED TOMOGRAPHY,COMPUTED TOMOGRAPHY,2606.7999999999997,6
CT,PHILIPS,PHILIPS HEALTHCARE,459800415552,CORD CHARGER FOOTSWITCH 459800415552,COMPUTED TOMOGRAPHY,5192.1,3
CT,PHILIPS,PHILIPS HEALTHCARE,459800042241,POSITIONER RADIOLOGY CUSHION-HEAD/ARMREST,COMPUTED TOMOGRAPHY,1765.5,6
CT,PHILIPS,PHILIPS HEALTHCARE,989803180121,SET LEADWIRE EKG STANDARD 1.05M 12-LEAD AAMI GRABBER CONNECTOR F/ST80I STRESS TESTING SYSTEM REUSABLE 12/ST,PHYSIOLOGICAL MONITORING SYSTEMS,1268.6,3
CT,PHILIPS,PHILIPS HEALTHCARE,NCTE064,BIG BORE ESSENTIALS UPG.,COMPUTED TOMOGRAPHY,31460.73,2
CT,PHILIPS,PHILIPS HEALTHCARE,989803104311,HOSE BLOOD PRESSURE AIR 1.5M NEONATE INTERCONNECT CABLE F/NIBP 1/BG,PHYSIOLOGICAL MONITORING SYSTEMS,2882.24,17
CT,PHILIPS,PHILIPS HEALTHCARE,989803206911,CABLE PULSE OXIMETER 12FT 8-PIN DUAL KEY F/MASIMO RD SET SENSOR TO SELECT INTELLIVUE FAST MP12 LATEX-FREE NON-STERILE REUSABLE,PHYSIOLOGICAL MONITORING SYSTEMS,164.91,1
CT,PHILIPS,PHILIPS HEALTHCARE,989803125861,SET LEADWIRE EKG 1M 1.6M 5-LEAD AAMI GRABBER CONNECTOR COLOR-CODED CHEST LIMB F/OR MP2 865040 MP5 REUSABLE 5/ST,PHYSIOLOGICAL MONITORING SYSTEMS,1318.4,4
CT,PHILIPS,PHILIPS HEALTHCARE,453564054291,CASTER MONITOR TROLLEY DIRECTIONAL LOCK F/PAGEWRITER TC70,PHYSIOLOGICAL MONITORING SYSTEMS,1780.0,5
CT,PHILIPS,PHILIPS HEALTHCARE,989803125881,SET LEADWIRE EKG 1M 5-LEAD AAMI GRABBER CONNECTOR COLOR-CODED CHEST F/ICU MP2 865040 MP5 REUSABLE 5/ST,PHYSIOLOGICAL MONITORING SYSTEMS,1989.65,7
CT,PHILIPS,PHILIPS HEALTHCARE,CMS1VC009,COURSE TRAINING 3 DAY VIRTUAL PIC IX BIOMED BASIC OVERVIEW F/MONITORING,COMPUTED TOMOGRAPHY,10200.0,2
CT,PHILIPS,PHILIPS HEALTHCARE,A03,GENERAL IMAGING SW APPLICATION,COMPUTED TOMOGRAPHY,30.0,3
CT,PHILIPS,PHILIPS HEALTHCARE,459800033831,CUSHION CT SCANNER LARGE WEDGE 459800033831,COMPUTED TOMOGRAPHY,512.8,3
CT,PHILIPS,PHILIPS HEALTHCARE,865114_L02,CABLE MONITOR L02 3M CONNECTION F/865114 EC5 INTELLIBRIDGE EA,PHYSIOLOGICAL MONITORING SYSTEMS,62.56,1
CT,PHILIPS,PHILIPS HEALTHCARE,989803145131,SET LEADWIRE EKG SHIELDED 1M 3-LEAD AAMI GRABBER CONNECTOR ORANGE CHILD ADULT LIMB F/OR LATEX-FREE NON-STERILE REUSABLE 3/ST,PHYSIOLOGICAL MONITORING SYSTEMS,1079.66,2
CT,PHILIPS,PHILIPS HEALTHCARE,989803180181,SET LEADWIRE EKG LONG 1.45M 12-LEAD AAMI SNAP CONNECTOR F/ST80I STRESS TESTING SYSTEM REUSABLE 12/ST,PHYSIOLOGICAL MONITORING SYSTEMS,280.0,1
CT,PHILIPS,PHILIPS HEALTHCARE,989803100551,ELECTRODE EKG UNSHIELDED 22MM X 22MM 18IN LEADWIRE SQUARE 3-LEADWIRE PRE-ATTACHED COLOR-CODED SOLID GEL INFANT PEDIATRIC RADIOLUCENT DISPOSABLE 300/BX 3/PK,PHYSIOLOGICAL MONITORING SYSTEMS,299.15,1
CT,PHILIPS,PHILIPS HEALTHCARE,459800306392,BATTERY PRODUCT SPECIFIC 72V 3KVA EXTERNAL,COMPUTED TOMOGRAPHY,5798.66,2
CT,PHILIPS,PHILIPS MEDICAL SYSTEMS,M1972A,3 LEAD ONE PIECE SNAP CABLE AAMI 1.9M LENGTH = 6.23 FT CABLE HAS 12 PIN CONNECTOR AND DISGNED FOR CLOSE PATIENT PROXIMITY,PHYSIOLOGICAL MONITORING SYSTEMS,620.15,2
CT,PHILIPS,PHILIPS MEDICAL SYSTEMS,0,UNKNOWN,COMPUTED TOMOGRAPHY,6220962.489999995,168
CT,PHILIPS,PHILIPS NORTH AMERICA LLC,0,UNKNOWN,COMPUTED TOMOGRAPHY,997397.5399999999,7
CT,PHILIPS,PHILIPS RS NORTH AMERICA LLC,0,UNKNOWN,COMPUTED TOMOGRAPHY,1370.0,1
CT,OTHER,"PINESTAR TECHNOLOGY, INC.",MED-3614,TOOL LABORATORY ENCAPSULATED POINT GEOMETRIC NUCLEAR MEDICINE,COMPUTED TOMOGRAPHY,15845.0,8
CT,OTHER,PRECISION IMAGE ANALYSIS,0,UNKNOWN,COMPUTED TOMOGRAPHY,85000.0,1
CT,OTHER,PROTEK MEDICAL PRODUCTS INC,1-519-1010,COVER DIAGNOSTIC F/CT CONTROL CRADLE MACHINE 6X10 INCH,COMPUTED TOMOGRAPHY,5417.62,12
CT,OTHER,"R&D BATTERIES, INC.",6345,BATTERY PRODUCT SPECIFIC REPLACEMENT 8.4V 7AH NIMH F/GE DASH 2500 EA,PHYSIOLOGICAL MONITORING SYSTEMS,254.66,2
CT,OTHER,"R&D BATTERIES, INC.",5877,BATTERY PRODUCT SPECIFIC 18V 1.8AH NICD F/GE HEALTHCARE MAC 1000 EA,PHYSIOLOGICAL MONITORING SYSTEMS,63.58,1
CT,OTHER,"R&D BATTERIES, INC.",5963,BATTERY PRODUCT SPECIFIC 12V 3.8AH NIMH F/MONITOR PHILIPS M3046A EA,PHYSIOLOGICAL MONITORING SYSTEMS,280.7,3
CT,OTHER,"R&D BATTERIES, INC.",6408-A,BATTERY PRODUCT SPECIFIC 11.1V 6.6AH LITHIUM F/WELCHALLYN CONNEX VITAL SIGN MONITOR 6000 EA,PHYSIOLOGICAL MONITORING SYSTEMS,49786.40999999999,100
CT,OTHER,"R&D BATTERIES, INC.",6434-A,BATTERY PRODUCT SPECIFIC 6.4V 6AH LITHIUM F/WELCHALLYN SPOT VITAL SIGN MONITOR EA,PHYSIOLOGICAL MONITORING SYSTEMS,4654.1900000000005,18
CT,OTHER,"R&D BATTERIES, INC.",5071,BATTERY PRODUCT SPECIFIC REPLACEMENT 11.1V 4.2AH LITHIUM F/TRANSPORT PRO 2/PK,PHYSIOLOGICAL MONITORING SYSTEMS,18700.110000000004,28
CT,OTHER,"R&D BATTERIES, INC.",5389-NIMH,BATTERY PRODUCT SPECIFIC 12V 2.45AH RECHARGEABLE PRESSURE CONTACT NICKEL METAL HYDRIDE REPLACEMENT 2.63IN X 7.16IN X 0.9IN F/DATASCOPE/SPACELABS/PASSPORT MONITOR,PHYSIOLOGICAL MONITORING SYSTEMS,563.6800000000001,3
CT,OTHER,"R&D BATTERIES, INC.",6341,BATTERY PRODUCT SPECIFIC 11.1V 6A LITHIUM ION F/PHYSIO-CONTROL LIFEPAK 20E,PHYSIOLOGICAL MONITORING SYSTEMS,19886.159999999996,11
CT,OTHER,"R&D BATTERIES, INC.",6341-A,BATTERY PRODUCT SPECIFIC REPLACEMENT 10.8V 6AH LITHIUM F/PHYSIO CONTROL LIFEPAK 20E EA,PHYSIOLOGICAL MONITORING SYSTEMS,98239.03,93
CT,OTHER,"R&D BATTERIES, INC.",6493,BATTERY PRODUCT SPECIFIC 7.2V 3.2A LITHIUM ION REPLACEMENT F/WELCH ALLYN CONNEX SPOT MONITOR,PHYSIOLOGICAL MONITORING SYSTEMS,258.1,2
CT,OTHER,"R&D BATTERIES, INC.",6131-P,BATTERY PRODUCT SPECIFIC 6V 6A RECHARGEABLE LEAD ACID REPLACEMENT F/WELCH ALLYN SPOT VITAL SIGN LXI MONITOR,PHYSIOLOGICAL MONITORING SYSTEMS,3470.52,49
CT,OTHER,"R&D BATTERIES, INC.",6209,BATTERY PRODUCT SPECIFIC 4.8V 1.6AH NIMH F/OMRON BLOOD PRESSURE HEM907 EA,PHYSIOLOGICAL MONITORING SYSTEMS,2643.6399999999994,22
CT,OTHER,"R&D BATTERIES, INC.",5931,BATTERY PRODUCT SPECIFIC 12V 1.2A RECHARGEABLE NICKEL CADMIUM REPLACEMENT F/PHYSIO-CONTROL LIFEPAK 12 EA,PHYSIOLOGICAL MONITORING SYSTEMS,1490.64,1
CT,OTHER,"R&D BATTERIES, INC.",6303,BATTERY PRODUCT SPECIFIC 10.8V 2A LITHIUM ION REPLACEMENT F/INTELLIVUE FAST X2/MP2 MONITOR,PHYSIOLOGICAL MONITORING SYSTEMS,7444.86,5
CT,OTHER,"R&D BATTERIES, INC.",6191,BATTERY PRODUCT SPECIFIC 11-1V 7200,PHYSIOLOGICAL MONITORING SYSTEMS,9983.92,4
CT,OTHER,"R&D BATTERIES, INC.",6139,BATTERY PRODUCT SPECIFIC 10.8V 6AH LITHIUM F/PHILIPS INTELLIVUE MP MONITOR EA,PHYSIOLOGICAL MONITORING SYSTEMS,75.0,1
CT,OTHER,"R&D BATTERIES, INC.",5395,BATTERY PRODUCT SPECIFIC 12V 35A RECHARGEABLE NUT BOLT TERMINAL LEAD ACID SEALED,PHYSIOLOGICAL MONITORING SYSTEMS,3579.7999999999997,8
CT,OTHER,"RADSCAN MEDICAL EQUIPMENT, INC.",RSS0200SS,SPRAY RADIOLOGY 8OZ SLICKER BOTTLE WATER BASED SILICONE F/TABLE PAD POSITIONER,COMPUTED TOMOGRAPHY,14701.0,100
CT,OTHER,"RADSCAN MEDICAL EQUIPMENT, INC.",MAT0005G,LUBRICANT CT SCAN TABLE EASY SLIDE 8OZ SPRAY BOTTLE SILICONE PLASTIC,COMPUTED TOMOGRAPHY,1354.2,16
CT,OTHER,"RADSCAN MEDICAL EQUIPMENT, INC.",CT-DX00-01,COVER SLICKER CT TABLE 17.75IN X 86IN W/EXTENDER,COMPUTED TOMOGRAPHY,435.0,1
CT,OTHER,"RADSCAN MEDICAL EQUIPMENT, INC.",ACC0183S,PAD EXTENSION FOOT / HEAD 21.5INL X 15.5INW X 1IN THK W/SLICKER COVER F/CT SYSTEM,COMPUTED TOMOGRAPHY,4164.01,22
CT,OTHER,"RADSCAN MEDICAL EQUIPMENT, INC.",CT-PSLC-02,CUSHION CT SCAN TABLE SLICKER 94 1/2IN YELLOW 40-CHANNEL PERMANENT MOUNT COVERED HOOK-LOOP FASTENER F/18INX94 1/2IN TABLE,COMPUTED TOMOGRAPHY,3016.0,5
CT,OTHER,"RADSCAN MEDICAL EQUIPMENT, INC.",0,UNKNOWN,COMPUTED TOMOGRAPHY,63432.4,128
CT,OTHER,"RADSCAN MEDICAL EQUIPMENT, INC.",CT-TALV-09,SET COVER EQUIPMENT 19INW X 96INL W/TABLE EXTENDER COVERS/CATHETER BAG HOLDER F/CANON/TOSHIBA AQUILION CT 1/EA,COMPUTED TOMOGRAPHY,1828.0,2
CT,OTHER,"RADSCAN MEDICAL EQUIPMENT, INC.",SCS0195SA,SET CUSHION 86INL X 18INW 1IN THK PAD F/SIEMENS MPT2000 TABLE,COMPUTED TOMOGRAPHY,3522.0,5
CT,OTHER,"RADSCAN MEDICAL EQUIPMENT, INC.",CT-GCVC-17,CUSHION CT SCAN TABLE COMBO 1IN THK W/EXTENDER SLICKER COVER F/82 3/4IN GT 1700 TABLE,COMPUTED TOMOGRAPHY,5311.0,9
CT,OTHER,"RADSCAN MEDICAL EQUIPMENT, INC.",SCS0195S,CUSHION POSITIONING SLICKER 18IN X 86IN,COMPUTED TOMOGRAPHY,21068.0,29
CT,OTHER,"RADSCAN MEDICAL EQUIPMENT, INC.",CT-TALV-07,SET COVER TABLE W/EXTENDER AQUILON TOSHIBA SLICKER,COMPUTED TOMOGRAPHY,7805.0,14
CT,OTHER,"RADSCAN MEDICAL EQUIPMENT, INC.",SET0026SA,SET CUSHION 85INL X 18.75INW HEAVY DUTY FLAT TOP F/SIEMENS MPT2000 TABLE,COMPUTED TOMOGRAPHY,1588.0,2
CT,OTHER,"RADSCAN MEDICAL EQUIPMENT, INC.",E8016DA,CUSHION CT SCAN TABLE SLICKER 17IN X 85.5IN 1IN THK W/EXTENDER,COMPUTED TOMOGRAPHY,10902.0,19
CT,OTHER,"RADSCAN MEDICAL EQUIPMENT, INC.",CT-TALV-01,TOSHIBA AQUILION CT 81 CUSHION SLICKER COVER,COMPUTED TOMOGRAPHY,435.0,1
CT,OTHER,"RADSCAN MEDICAL EQUIPMENT, INC.",DP-SSIP-10A,DRAPE SURGICAL INTERVENTIONAL STERILE F/PANEL 10/BX,COMPUTED TOMOGRAPHY,3746.980000000001,40
CT,OTHER,"RADSCAN MEDICAL EQUIPMENT, INC.",CT-GCVC-01,CUSHION CT 103INL X 17INW COVER W/ EXTENDER F/GT 2000 TABLE,COMPUTED TOMOGRAPHY,18761.0,17
CT,OTHER,"RADSCAN MEDICAL EQUIPMENT, INC.",CT-SP40-03A,SET COVER CT SLICKER 18INW X 94INL W/CATHETER BAG HOLDER,COMPUTED TOMOGRAPHY,5925.1900000000005,7
CT,OTHER,RG MEDICAL DIAGNOSTICS INC,501506,KIT MONITOR TEMPERATURE DATATHERM ORAL AXILLARY RECTAL WALL MOUNT ELECTRONIC DIGITAL DISPLAY TEMPERATURE BATTERY OPERATED W/78IN PROBE BLUE 1/KT,PHYSIOLOGICAL MONITORING SYSTEMS,17913.870000000003,2
CT,OTHER,"RIESTER USA, LLC",10395,STAND FLOOR ROLLING 29-1/2IN-47-1/5IN 5 LOW-FRICTION SWIVEL CASTER WHEEL CHROME-PLATED TELESCOPING POLE,PHYSIOLOGICAL MONITORING SYSTEMS,454.05999999999995,3
CT,OTHER,"SAMSUNG AMERICA, INC.",0,UNKNOWN,COMPUTED TOMOGRAPHY,525.25,1
CT,OTHER,"SCANOR SERVICES, INC.",0,UNKNOWN,COMPUTED TOMOGRAPHY,5400.0,2
CT,OTHER,"SHIMADZU PRECISION INSTRUMENTS, INC. DBA SHIMADZU MEDICAL SYSTEMS USA",CAN-1877A426,BATTERY PRODUCT SPECIFIC F/COMPUTED-DIGITAL RADIOGRAPHY,COMPUTED TOMOGRAPHY,4234.03,4
CT,SIEMENS,SIEMENS AG,0,UNKNOWN,COMPUTED TOMOGRAPHY,862908.0,29
CT,OTHER,"SIEMENS FINANCIAL SERVICES, INC.",0,UNKNOWN,COMPUTED TOMOGRAPHY,163232.33000000002,16
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,7396604,SCANNER CT SCAN SLICE THICKNESS PHANTOM,COMPUTED TOMOGRAPHY,7207.0,3
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,10355215,DEVICE CT SCAN WATER PHANTOM 50 F/16 SLICE-SCOPE,COMPUTED TOMOGRAPHY,1963.5,1
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,10491499,CABLE PART REPLACEMENT K1179/W502 F/CT SYSTEM,COMPUTED TOMOGRAPHY,7119.63,1
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,7437523,SET COVER POSITIONER SLICKER 18IN X 94IN W/SKIRT F/PHS2000 TABLE,COMPUTED TOMOGRAPHY,57786.67,90
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,10662322,EXTENSION TABLE CFK F/COMPUTED TOMOGRAPHY,COMPUTED TOMOGRAPHY,4747.0,1
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,14455123,MOBI.WORKSTATION W.FLEX PL. COLUMN,COMPUTED TOMOGRAPHY,3165.0,5
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,8128808,SHIELD ARM COMPUTED TOMOGRAPHY PART,COMPUTED TOMOGRAPHY,11421.0,4
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,7445708,SUPPORT HEAD THIN CUSHION F/COMPUTED TOMOGRAPHY,COMPUTED TOMOGRAPHY,2919.11,10
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,8611555,KIT ACCESSORY RAIL F/DUAL-SOURCE CT SCANNER,COMPUTED TOMOGRAPHY,2199.0,5
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,0,UNKNOWN,COMPUTED TOMOGRAPHY,5088997.62,104
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,10399028,PLATE FRONT BUCKY WALL F/DIGITAL RADIOGRAPHY SYSTEM,COMPUTED TOMOGRAPHY,1515.8,2
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,10161717,FILTER AIR F/PDC DRIVE DUAL SOURCE CT SCANNER,COMPUTED TOMOGRAPHY,778.4499999999999,13
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,08096765,EXTENDER CAT UNIT FOOT REVISION A,COMPUTED TOMOGRAPHY,56418.92,13
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,14455566,INJECTOR CONNECTION (C-ROOM),COMPUTED TOMOGRAPHY,10347.57,4
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,14460603,SCANNER CT SCAN F/CARDIOVASCULAR IMAGING,COMPUTED TOMOGRAPHY,1369699.0,4
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,7395150,COMPONENT CT SCAN BRUSH BLOCK SENSATION MEDICAL IMAGING,COMPUTED TOMOGRAPHY,18697.9,2
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,14415033,PLANAR 1/2 TIME IMAGING,COMPUTED TOMOGRAPHY,8752.0,1
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,CT-SEMC-01,SET CUSHION SLICKER 85.5INL X 18INW 6IN FLAP,COMPUTED TOMOGRAPHY,5693.0,10
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,14461418,HOLDER POSITIONING HEAD TILTABLE 14461418,COMPUTED TOMOGRAPHY,1690.0,1
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,10186141,MODULE BRIDGE M4-LC F/CT EQUIPMENT REPLACEMENT,COMPUTED TOMOGRAPHY,15147.400000000001,2
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,14408142,MAT EXTENSION F/CT TABLE 14408142,COMPUTED TOMOGRAPHY,851.0,4
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,8096740,SPONGE POSITIONING HEAD ARM SUPPORT,COMPUTED TOMOGRAPHY,29172.610000000004,16
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,10891306,DEVICE CT SCAN COOLING FAN W/CAPACITOR MEDICAL IMAGING EQUIPMENT,COMPUTED TOMOGRAPHY,22950.55,5
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,10663529,PART COMBINED-BACKPLANE_HIGH/ CT SCANNER REPLACEMENT,COMPUTED TOMOGRAPHY,2904.45,1
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,10161674,CABLE COMPUTED TOMOGRAPHY F/SIEMENS CT SCANNER,COMPUTED TOMOGRAPHY,11413.5,7
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,14415195,4 QUADRANT PHANTOM,COMPUTED TOMOGRAPHY,10251.2,10
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,14455113,DUAL DVI VIDEO SPLITTER DUAL,COMPUTED TOMOGRAPHY,2266.0,1
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,7437515,SET SLICKER CT F/86IN X 18IN TABLE PAD 07437515,COMPUTED TOMOGRAPHY,5267.0,10
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,14460643,SET CT SCAN W/ACCESSORIES F/TABLE,COMPUTED TOMOGRAPHY,900.0,2
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,8614435,ASSEMBLY ENCODER F/CT SYSTEMS REPACEMENT,COMPUTED TOMOGRAPHY,2796.5,1
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,14455717,FOOTSWITCH WIRELESS F/3D SCANNER 14455717,COMPUTED TOMOGRAPHY,12020.0,3
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,14455162,PRINTER INSTALLATION KIT,COMPUTED TOMOGRAPHY,634.0,5
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,10681806,CABLE EKG 24.5CM X 33CM X 6.5CM BLACK WHITE RED GREEN F/COMPUTED TOMOGRAPHY EA,COMPUTED TOMOGRAPHY,63744.75,75
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,11425378,GREASE LUBRICANT ISOFLEX TOPAS NCA 52 SYNTHETIC,COMPUTED TOMOGRAPHY,4068.19,9
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,CT-SDEF-04,SLICKER EDGE TABLE REDUCE UNWANTED COMPONENT FAILURE,COMPUTED TOMOGRAPHY,1332.0,2
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,4406120,SET FILTER RADIOLOGY COPPER,COMPUTED TOMOGRAPHY,441.75,1
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,14407081,MATTRESS THIN F. TABLETOP WIDE,COMPUTED TOMOGRAPHY,2883.0,1
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,14430096,RS SOMATON DEFINITION AS (64 SLICE),COMPUTED TOMOGRAPHY,722174.0,3
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,14455203,SKIN SPACER,COMPUTED TOMOGRAPHY,126.0,2
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,3413788,PART DIAL GAUGE 0.01MM F/CT SCANNER,COMPUTED TOMOGRAPHY,1812.2,1
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,10431919,FILTER AIR F IRS-G1 F/128 CT SCANNER 10746266,COMPUTED TOMOGRAPHY,831.6500000000001,6
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,14455138,INTENSIFIER RADIOLOGY W/2D MEASURE FUNCTION CALIBRATE,COMPUTED TOMOGRAPHY,4622.0,5
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,10431927,SET CT SCANNER IRSMX3D ESB PSM RADIOLOGY,COMPUTED TOMOGRAPHY,28758.65,3
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,1787035,OIL INFUSION PUMP AK350 SILICONE,COMPUTED TOMOGRAPHY,1394.3500000000001,13
CT,SIEMENS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,14402961,DUAL 19IN MONITOR D,COMPUTED TOMOGRAPHY,4763.0,1
CT,SIEMENS,"SIEMENS INDUSTRY, INC.",11171888,MONITOR COMPUTED TOMOGRAPHY SCAN COLOR 19IN MX194-SI,COMPUTED TOMOGRAPHY,3568.5,1
CT,SIEMENS,"SIEMENS INDUSTRY, INC.",07445740,SET HEADREST POSITIONER SUPINE ADULT F/64-SLICE CT SCANNER,COMPUTED TOMOGRAPHY,4296.8099999999995,17
CT,SIEMENS,"SIEMENS INDUSTRY, INC.",10185779,SUPPORT HEAD F/COMPUTED TOMOGRAPHY SCAN/MAGNETIC,COMPUTED TOMOGRAPHY,1896.75,4
CT,SIEMENS,"SIEMENS INDUSTRY, INC.",08879645,SPRING OR POSITIONING COMPRESSION RUBBER F/HEAD HOLDER,COMPUTED TOMOGRAPHY,30873.449999999997,6
CT,SIEMENS,"SIEMENS INDUSTRY, INC.",8677044,DEVICE FLUOROSCOPY CAT LINE TRANSMIT RECEIVE ADAPTER,COMPUTED TOMOGRAPHY,3647.0,2
CT,SIEMENS,"SIEMENS INDUSTRY, INC.",10165525,HOLDER HEAD RIGID,COMPUTED TOMOGRAPHY,9097.65,7
CT,SIEMENS,"SIEMENS INDUSTRY, INC.",14417669,COVER REAR RIGHT SIDE INCLUDING GANTRY PANEL F/COMPUTED TOMOGRAPHY,COMPUTED TOMOGRAPHY,754.0,1
CT,SIEMENS,"SIEMENS INDUSTRY, INC.",7766785,ASSEMBLY CT F/220V 100W FAN 7766785,COMPUTED TOMOGRAPHY,4578.1,1
